age_group,sex,race_ethnicity,born_in_us,ST,emigration_rate
"[0, 15)",Female,Black,0,22,0.005451800359054621
"[0, 15)",Female,Black,0,23,0.002693209842493366
"[0, 15)",Female,Black,0,24,0.0013856692994013734
"[0, 15)",Female,Black,0,25,0.0015710952519271122
"[0, 15)",Female,Black,0,26,0.002129758685092271
"[0, 15)",Female,Black,0,27,0.0010064902675129645
"[0, 15)",Female,Black,0,28,0.005517149353369593
"[0, 15)",Female,Black,0,29,0.001979890121410492
"[0, 15)",Female,Black,0,30,0.028040769393929986
"[0, 15)",Female,Black,0,31,0.001241404473724598
"[0, 15)",Female,Black,0,32,0.001418153854405655
"[0, 15)",Female,Black,0,33,0.0015148461626605858
"[0, 15)",Female,Black,0,34,0.002270110349422264
"[0, 15)",Female,Black,0,35,0.0018423804681007123
"[0, 15)",Female,Black,0,36,0.001177368042935108
"[0, 15)",Female,Black,0,37,0.003957459725128874
"[0, 15)",Female,Black,0,38,0.000857045459532343
"[0, 15)",Female,Black,0,39,0.008493048269854761
"[0, 15)",Female,Black,0,40,0.006219667395857724
"[0, 15)",Female,Black,0,41,0.0036295694815097227
"[0, 15)",Female,Black,0,42,0.003512348097360369
"[0, 15)",Female,Black,0,44,0.0011498544765451255
"[0, 15)",Female,Black,0,45,0.007420083655215358
"[0, 15)",Female,Black,0,46,0.00042590659588481516
"[0, 15)",Female,Black,0,47,0.0037593969449517166
"[0, 15)",Female,Black,0,48,0.0027579621462252625
"[0, 15)",Female,Black,0,49,0.0017726923180070684
"[0, 15)",Female,Black,0,50,0.008944038513581117
"[0, 15)",Female,Black,0,51,0.003016128834503054
"[0, 15)",Female,Black,0,53,0.0016502451686003236
"[0, 15)",Female,Black,0,54,0.00290076924764793
"[0, 15)",Female,Black,0,55,0.0021309858227057605
"[0, 15)",Female,Black,0,56,0.030458077100303262
"[0, 15)",Female,Black,1,1,1.8871441137975693e-05
"[0, 15)",Female,Black,1,2,7.974623361231423e-05
"[0, 15)",Female,Black,1,4,0.000144711014102311
"[0, 15)",Female,Black,1,5,9.75109184343801e-06
"[0, 15)",Female,Black,1,6,0.00013751651368921583
"[0, 15)",Female,Black,1,8,0.00012057790394006006
"[0, 15)",Female,Black,1,9,4.116335634159608e-05
"[0, 15)",Female,Black,1,10,9.621125199495622e-06
"[0, 15)",Female,Black,1,11,3.494379714712434e-05
"[0, 15)",Female,Black,1,12,6.816732248566134e-05
"[0, 15)",Female,Black,1,13,6.399577627277225e-05
"[0, 15)",Female,Black,1,15,0.001221376525325444
"[0, 15)",Female,Black,1,16,0.0010439966615930956
"[0, 15)",Female,Black,1,17,8.138401786145336e-05
"[0, 15)",Female,Black,1,18,3.198705849643275e-05
"[0, 15)",Female,Black,1,19,6.835877472922963e-05
"[0, 15)",Female,Black,1,20,0.00012288654560827352
"[0, 15)",Female,Black,1,21,2.6008194752697776e-05
"[0, 15)",Female,Black,1,22,7.184638410198915e-06
"[0, 15)",Female,Black,1,23,0.00013009510565208899
"[0, 15)",Female,Black,1,24,4.331784105148063e-05
"[0, 15)",Female,Black,1,25,8.262992001529157e-05
"[0, 15)",Female,Black,1,26,3.374390749872064e-05
"[0, 15)",Female,Black,1,27,3.499152553220909e-05
"[0, 15)",Female,Black,1,28,8.23751959732073e-06
"[0, 15)",Female,Black,1,29,4.7435944129410396e-05
"[0, 15)",Female,Black,1,30,0.0003500928402333709
"[0, 15)",Female,Black,1,31,6.197453484914681e-05
"[0, 15)",Female,Black,1,32,6.295637493024246e-05
"[0, 15)",Female,Black,1,33,0.00026120670950384206
"[0, 15)",Female,Black,1,34,3.517250907647009e-05
"[0, 15)",Female,Black,1,35,0.00023653225944082586
"[0, 15)",Female,Black,1,36,4.575285282305507e-05
"[0, 15)",Female,Black,1,37,5.894290984118767e-05
"[0, 15)",Female,Black,1,38,0.00121447869103332
"[0, 15)",Female,Black,1,39,3.6571543178616275e-05
"[0, 15)",Female,Black,1,40,0.0002815347273195146
"[0, 15)",Female,Black,1,41,0.0002156519323113088
"[0, 15)",Female,Black,1,42,3.532160939218686e-05
"[0, 15)",Female,Black,1,44,7.473801604245874e-05
"[0, 15)",Female,Black,1,45,2.0284772032163335e-05
"[0, 15)",Female,Black,1,46,6.171849463080702e-05
"[0, 15)",Female,Black,1,47,4.447433475277349e-05
"[0, 15)",Female,Black,1,48,5.635702092622815e-05
"[0, 15)",Female,Black,1,49,0.0003136789842600911
"[0, 15)",Female,Black,1,50,0.0010780636667503801
"[0, 15)",Female,Black,1,51,7.707667852578328e-05
"[0, 15)",Female,Black,1,53,0.00019560176497940182
"[0, 15)",Female,Black,1,54,5.788383079206754e-05
"[0, 15)",Female,Black,1,55,3.0268653911309905e-05
"[0, 15)",Female,Black,1,56,0.002190376778836192
"[0, 15)",Female,Latino,0,1,0.0026461599845259516
"[0, 15)",Female,Latino,0,2,0.0031194103609406636
"[0, 15)",Female,Latino,0,4,0.0057296932494807235
"[0, 15)",Female,Latino,0,5,0.0012405192386299967
"[0, 15)",Female,Latino,0,6,0.0014375887839310076
"[0, 15)",Female,Latino,0,8,0.0012564735225025667
"[0, 15)",Female,Latino,0,9,0.002623588392770131
"[0, 15)",Female,Latino,0,10,0.0034577959243555874
"[0, 15)",Female,Latino,0,11,0.0024242513296502386
"[0, 15)",Female,Latino,0,12,0.0018312351690748776
"[0, 15)",Female,Latino,0,13,0.003175685941162942
"[0, 15)",Female,Latino,0,15,0.015550751433226859
"[0, 15)",Female,Latino,0,16,0.003371042451903627
"[0, 15)",Female,Latino,0,17,0.002680217715886477
"[0, 15)",Female,Latino,0,18,0.0034274192755852995
"[0, 15)",Female,Latino,0,19,0.00289295009956358
"[0, 15)",Female,Latino,0,20,0.002121234195925752
"[0, 15)",Female,Latino,0,21,0.004674612603322304
"[0, 15)",Female,Latino,0,22,0.0044957392554772595
"[0, 15)",Female,Latino,0,23,0.007631072892178463
"[0, 15)",Female,Latino,0,24,0.0036241838509312213
"[0, 15)",Female,Latino,0,25,0.004162262678918435
"[0, 15)",Female,Latino,0,26,0.005111189873102784
"[0, 15)",Female,Latino,0,27,0.0033832342871727185
"[0, 15)",Female,Latino,0,28,0.0018770685045128635
"[0, 15)",Female,Latino,0,29,0.0025387493594668516
"[0, 15)",Female,Latino,0,30,0.004132852864526673
"[0, 15)",Female,Latino,0,31,0.0008655737259382349
"[0, 15)",Female,Latino,0,32,0.001343269316981168
"[0, 15)",Female,Latino,0,33,0.0075386181413878576
"[0, 15)",Female,Latino,0,34,0.0011725141016375184
"[0, 15)",Female,Latino,0,35,0.0010481392497515478
"[0, 15)",Female,Latino,0,36,0.0016503232329062789
"[0, 15)",Female,Latino,0,37,0.003731983162281391
"[0, 15)",Female,Latino,0,38,0.00193384616509862
"[0, 15)",Female,Latino,0,39,0.006096914451265552
"[0, 15)",Female,Latino,0,40,0.0016734399917199736
"[0, 15)",Female,Latino,0,41,0.0022321568745254485
"[0, 15)",Female,Latino,0,42,0.0032922273689756695
"[0, 15)",Female,Latino,0,44,0.00251890237145621
"[0, 15)",Female,Latino,0,45,0.0012458382255856291
"[0, 15)",Female,Latino,0,46,0.0016745301017319512
"[0, 15)",Female,Latino,0,47,0.0021752536865305935
"[0, 15)",Female,Latino,0,48,0.0018678818535988087
"[0, 15)",Female,Latino,0,49,0.003931772143627036
"[0, 15)",Female,Latino,0,50,0.00193384616509862
"[0, 15)",Female,Latino,0,51,0.002258017228559584
"[0, 15)",Female,Latino,0,53,0.0034860672117874255
"[0, 15)",Female,Latino,0,54,0.07973155470103704
"[0, 15)",Female,Latino,0,55,0.0032436087451624147
"[0, 15)",Female,Latino,0,56,0.05058875046625205
"[0, 15)",Female,Latino,1,1,2.97894842895711e-05
"[0, 15)",Female,Latino,1,2,2.703900323826297e-05
"[0, 15)",Female,Latino,1,4,2.3504818930571634e-05
"[0, 15)",Female,Latino,1,5,1.3265883485503954e-05
"[0, 15)",Female,Latino,1,6,1.0851721393677516e-05
"[0, 15)",Female,Latino,1,8,4.100973654788003e-05
"[0, 15)",Female,Latino,1,9,1.5123849811560828e-05
"[0, 15)",Female,Latino,1,10,4.252514530073446e-05
"[0, 15)",Female,Latino,1,11,0.00034183665227612193
"[0, 15)",Female,Latino,1,12,5.243843304039039e-05
"[0, 15)",Female,Latino,1,13,2.9598560451439994e-05
"[0, 15)",Female,Latino,1,15,6.28579047890013e-05
"[0, 15)",Female,Latino,1,16,1.1668307174584806e-05
"[0, 15)",Female,Latino,1,17,1.7295041428950005e-05
"[0, 15)",Female,Latino,1,18,3.521142904276949e-05
"[0, 15)",Female,Latino,1,19,1.9900469296608945e-05
"[0, 15)",Female,Latino,1,20,4.2673152569925765e-05
"[0, 15)",Female,Latino,1,21,2.95246888736638e-05
"[0, 15)",Female,Latino,1,22,3.215518399432532e-05
"[0, 15)",Female,Latino,1,23,0.00010011513057729038
"[0, 15)",Female,Latino,1,24,3.78327725166654e-05
"[0, 15)",Female,Latino,1,25,4.6536425736269456e-05
"[0, 15)",Female,Latino,1,26,5.388602424579024e-05
"[0, 15)",Female,Latino,1,27,7.286056678856158e-05
"[0, 15)",Female,Latino,1,28,4.056163905448629e-05
"[0, 15)",Female,Latino,1,29,0.0001792262850552805
"[0, 15)",Female,Latino,1,30,0.0008220783816855904
"[0, 15)",Female,Latino,1,31,1.333655274562345e-05
"[0, 15)",Female,Latino,1,32,1.1561980743775407e-05
"[0, 15)",Female,Latino,1,33,4.1287726656570825e-05
"[0, 15)",Female,Latino,1,34,1.8171306725555446e-05
"[0, 15)",Female,Latino,1,35,7.125277174940661e-06
"[0, 15)",Female,Latino,1,36,2.6098738596881138e-05
"[0, 15)",Female,Latino,1,37,4.0441551263443735e-05
"[0, 15)",Female,Latino,1,38,5.4017100055869394e-05
"[0, 15)",Female,Latino,1,39,4.330481662617547e-05
"[0, 15)",Female,Latino,1,40,1.5268348550955754e-05
"[0, 15)",Female,Latino,1,41,1.9403083484652443e-05
"[0, 15)",Female,Latino,1,42,4.130888528053979e-05
"[0, 15)",Female,Latino,1,44,2.29106506933673e-05
"[0, 15)",Female,Latino,1,45,2.6073677739130197e-05
"[0, 15)",Female,Latino,1,46,2.639484500171141e-05
"[0, 15)",Female,Latino,1,47,2.8209560266975958e-05
"[0, 15)",Female,Latino,1,48,1.8314010564939715e-05
"[0, 15)",Female,Latino,1,49,1.427431152054768e-05
"[0, 15)",Female,Latino,1,50,0.00016892966811123036
"[0, 15)",Female,Latino,1,51,8.28368242638706e-05
"[0, 15)",Female,Latino,1,53,2.8935678106887858e-05
"[0, 15)",Female,Latino,1,54,7.518298415939372e-05
"[0, 15)",Female,Latino,1,55,1.966007178911768e-05
"[0, 15)",Female,Latino,1,56,1.1277447623909058e-05
"[0, 15)",Female,Multiracial or Other,0,1,0.010313846213859307
"[0, 15)",Female,Multiracial or Other,0,2,0.00193384616509862
"[0, 15)",Female,Multiracial or Other,0,4,0.006756811902151804
"[0, 15)",Female,Multiracial or Other,0,5,0.0036259615595599128
"[0, 15)",Female,Multiracial or Other,0,6,0.007621100258871388
"[0, 15)",Female,Multiracial or Other,0,8,0.02049054021742793
"[0, 15)",Female,Multiracial or Other,0,9,0.004735212105194752
"[0, 15)",Female,Multiracial or Other,0,10,0.00193384616509862
"[0, 15)",Female,Multiracial or Other,0,11,0.00193384616509862
"[0, 15)",Female,Multiracial or Other,0,12,0.00426027764190899
"[0, 15)",Female,Multiracial or Other,0,13,0.0037618248394071696
"[0, 15)",Female,Multiracial or Other,0,15,0.015108173164832971
"[0, 15)",Female,Multiracial or Other,0,16,0.0055378322000551395
"[0, 15)",Female,Multiracial or Other,0,17,0.007884142057709757
"[0, 15)",Female,Multiracial or Other,0,18,0.003816801641642013
"[0, 15)",Female,Multiracial or Other,0,19,0.01864780230630812
"[0, 15)",Female,Multiracial or Other,0,20,0.008247285115861763
"[0, 15)",Female,Multiracial or Other,0,21,0.003065853676375861
"[0, 15)",Female,Multiracial or Other,0,22,0.013657788541009004
"[0, 15)",Female,Multiracial or Other,0,23,0.00193384616509862
"[0, 15)",Female,Multiracial or Other,0,24,0.0044202198059397025
"[0, 15)",Female,Multiracial or Other,0,25,0.008583908998141833
"[0, 15)",Female,Multiracial or Other,0,26,0.0025716039429502925
"[0, 15)",Female,Multiracial or Other,0,27,0.003797370651466381
"[0, 15)",Female,Multiracial or Other,0,28,0.003352000019504275
"[0, 15)",Female,Multiracial or Other,0,29,0.003254068066271716
"[0, 15)",Female,Multiracial or Other,0,30,0.03771000021942309
"[0, 15)",Female,Multiracial or Other,0,31,0.00193384616509862
"[0, 15)",Female,Multiracial or Other,0,32,0.0020838859537700653
"[0, 15)",Female,Multiracial or Other,0,33,0.006285000036570515
"[0, 15)",Female,Multiracial or Other,0,34,0.003319563958561007
"[0, 15)",Female,Multiracial or Other,0,35,0.00193384616509862
"[0, 15)",Female,Multiracial or Other,0,36,0.0022141867116016317
"[0, 15)",Female,Multiracial or Other,0,37,0.010427089457761477
"[0, 15)",Female,Multiracial or Other,0,38,0.00193384616509862
"[0, 15)",Female,Multiracial or Other,0,39,0.011790688931981881
"[0, 15)",Female,Multiracial or Other,0,40,0.005041813216149973
"[0, 15)",Female,Multiracial or Other,0,41,0.008934369282755626
"[0, 15)",Female,Multiracial or Other,0,42,0.013959100839620322
"[0, 15)",Female,Multiracial or Other,0,44,0.004239585823485437
"[0, 15)",Female,Multiracial or Other,0,45,0.007663760728353789
"[0, 15)",Female,Multiracial or Other,0,46,0.00193384616509862
"[0, 15)",Female,Multiracial or Other,0,47,0.005284734778760885
"[0, 15)",Female,Multiracial or Other,0,48,0.011785515308053853
"[0, 15)",Female,Multiracial or Other,0,49,0.007058538502609964
"[0, 15)",Female,Multiracial or Other,0,50,0.00193384616509862
"[0, 15)",Female,Multiracial or Other,0,51,0.011316867758157123
"[0, 15)",Female,Multiracial or Other,0,53,0.002314899596645146
"[0, 15)",Female,Multiracial or Other,0,54,0.013214615461507238
"[0, 15)",Female,Multiracial or Other,0,55,0.003587793543143492
"[0, 15)",Female,Multiracial or Other,0,56,0.00193384616509862
"[0, 15)",Female,Multiracial or Other,1,1,6.430524137494545e-05
"[0, 15)",Female,Multiracial or Other,1,2,6.826594294887572e-05
"[0, 15)",Female,Multiracial or Other,1,4,7.105126782106105e-05
"[0, 15)",Female,Multiracial or Other,1,5,5.2605640707108227e-05
"[0, 15)",Female,Multiracial or Other,1,6,9.178932507565995e-05
"[0, 15)",Female,Multiracial or Other,1,8,5.5667941631162584e-05
"[0, 15)",Female,Multiracial or Other,1,9,5.516754672987582e-05
"[0, 15)",Female,Multiracial or Other,1,10,4.377547910343081e-05
"[0, 15)",Female,Multiracial or Other,1,11,0.0003439850258272766
"[0, 15)",Female,Multiracial or Other,1,12,0.00011187380845037436
"[0, 15)",Female,Multiracial or Other,1,13,0.00018536809211436493
