age_group,sex,race_ethnicity,born_in_us,ST,emigration_rate
"[0, 15)",Female,AIAN,1,6,0.0003449026690112838
"[0, 15)",Female,AIAN,1,8,0.00020770236305130363
"[0, 15)",Female,AIAN,1,9,0.0003315628958052922
"[0, 15)",Female,AIAN,1,10,0.0003072031728481687
"[0, 15)",Female,AIAN,1,11,0.0005395324541061027
"[0, 15)",Female,AIAN,1,12,0.00038049508959283175
"[0, 15)",Female,AIAN,1,13,0.00023991504619062353
"[0, 15)",Female,AIAN,1,15,0.0003675935401602018
"[0, 15)",Female,AIAN,1,16,0.00011120682232240149
"[0, 15)",Female,AIAN,1,17,0.0006404142157482839
"[0, 15)",Female,AIAN,1,18,0.0002102239023526679
"[0, 15)",Female,AIAN,1,19,0.0001080355655710067
"[0, 15)",Female,AIAN,1,20,0.00017302247666161225
"[0, 15)",Female,AIAN,1,21,0.00018383638145296304
"[0, 15)",Female,AIAN,1,22,0.000546615701408613
"[0, 15)",Female,AIAN,1,23,9.973925642420155e-05
"[0, 15)",Female,AIAN,1,24,0.0003675935401602018
"[0, 15)",Female,AIAN,1,25,0.0004123781801425295
"[0, 15)",Female,AIAN,1,26,0.000772538158497654
"[0, 15)",Female,AIAN,1,27,0.0004247177866550544
"[0, 15)",Female,AIAN,1,28,6.998119697610537e-05
"[0, 15)",Female,AIAN,1,29,0.00016683796585824622
"[0, 15)",Female,AIAN,1,30,0.0009317061193204636
"[0, 15)",Female,AIAN,1,31,0.00015351913790748525
"[0, 15)",Female,AIAN,1,32,0.00023274976094609545
"[0, 15)",Female,AIAN,1,33,0.0002405723476870362
"[0, 15)",Female,AIAN,1,34,0.0003948631952987658
"[0, 15)",Female,AIAN,1,35,0.00012187746783711051
"[0, 15)",Female,AIAN,1,36,0.0017002214817538456
"[0, 15)",Female,AIAN,1,37,0.0003036790858178693
"[0, 15)",Female,AIAN,1,38,2.195472158116719e-05
"[0, 15)",Female,AIAN,1,39,0.00019226265024536605
"[0, 15)",Female,AIAN,1,40,1.9556549422220092e-05
"[0, 15)",Female,AIAN,1,41,0.0001902337965997982
"[0, 15)",Female,AIAN,1,42,0.001257228697560542
"[0, 15)",Female,AIAN,1,44,0.0002181587749211633
"[0, 15)",Female,AIAN,1,45,0.00018250959400299273
"[0, 15)",Female,AIAN,1,46,2.790906854374834e-05
"[0, 15)",Female,AIAN,1,47,0.00018012083467849893
"[0, 15)",Female,AIAN,1,48,0.0002905864874666641
"[0, 15)",Female,AIAN,1,49,0.00017706849546109723
"[0, 15)",Female,AIAN,1,50,0.00020273340699744467
"[0, 15)",Female,AIAN,1,51,0.0003332284735705124
"[0, 15)",Female,AIAN,1,53,0.00020014913620065104
"[0, 15)",Female,AIAN,1,54,8.896545785792119e-05
"[0, 15)",Female,AIAN,1,55,9.360145602886606e-05
"[0, 15)",Female,AIAN,1,56,5.9733950276032795e-05
"[0, 15)",Female,Asian,0,1,0.006338155393764595
"[0, 15)",Female,Asian,0,2,0.03223642183229903
"[0, 15)",Female,Asian,0,4,0.011327167527597186
"[0, 15)",Female,Asian,0,5,0.015682964478637783
"[0, 15)",Female,Asian,0,6,0.013829670812738693
"[0, 15)",Female,Asian,0,8,0.012633113397117752
"[0, 15)",Female,Asian,0,9,0.016409718537173205
"[0, 15)",Female,Asian,0,10,0.010277244929252536
"[0, 15)",Female,Asian,0,11,0.03524900405788696
"[0, 15)",Female,Asian,0,12,0.01670020795878108
"[0, 15)",Female,Asian,0,13,0.011133307126795763
"[0, 15)",Female,Asian,0,15,0.008898515619886251
"[0, 15)",Female,Asian,0,16,0.006654190575725337
"[0, 15)",Female,Asian,0,17,0.009374628770139634
"[0, 15)",Female,Asian,0,18,0.009495192942200099
"[0, 15)",Female,Asian,0,19,0.007227070527223721
"[0, 15)",Female,Asian,0,20,0.010960372660107746
"[0, 15)",Female,Asian,0,21,0.0069345358781290846
"[0, 15)",Female,Asian,0,22,0.006306047697691716
"[0, 15)",Female,Asian,0,23,0.004816326287071238
"[0, 15)",Female,Asian,0,24,0.01178545457509165
"[0, 15)",Female,Asian,0,25,0.011918368922571766
"[0, 15)",Female,Asian,0,26,0.014880213304727993
"[0, 15)",Female,Asian,0,27,0.015176024352930388
"[0, 15)",Female,Asian,0,28,0.006651096031814098
"[0, 15)",Female,Asian,0,29,0.009872776643855682
"[0, 15)",Female,Asian,0,30,0.008417292732374881
"[0, 15)",Female,Asian,0,31,0.010421099159482252
"[0, 15)",Female,Asian,0,32,0.00815737563657194
"[0, 15)",Female,Asian,0,33,0.010993774428428211
"[0, 15)",Female,Asian,0,34,0.011231088836158537
"[0, 15)",Female,Asian,0,35,0.012638446321560625
"[0, 15)",Female,Asian,0,36,0.01382188445022568
"[0, 15)",Female,Asian,0,37,0.011318143760212562
"[0, 15)",Female,Asian,0,38,0.007046753917059435
"[0, 15)",Female,Asian,0,39,0.010531796339911253
"[0, 15)",Female,Asian,0,40,0.005785149345051147
"[0, 15)",Female,Asian,0,41,0.013259596507977154
"[0, 15)",Female,Asian,0,42,0.008503166610072669
"[0, 15)",Female,Asian,0,44,0.01254848515850785
"[0, 15)",Female,Asian,0,45,0.009095177160983398
"[0, 15)",Female,Asian,0,46,0.007409645155563775
"[0, 15)",Female,Asian,0,47,0.010554246375474268
"[0, 15)",Female,Asian,0,48,0.011976511990868747
"[0, 15)",Female,Asian,0,49,0.017983523668016324
"[0, 15)",Female,Asian,0,50,0.004336561627255908
"[0, 15)",Female,Asian,0,51,0.013544339722886661
"[0, 15)",Female,Asian,0,53,0.017148069698796183
"[0, 15)",Female,Asian,0,54,0.006726562226735867
"[0, 15)",Female,Asian,0,55,0.011046393561780258
"[0, 15)",Female,Asian,0,56,0.01535574480371809
"[0, 15)",Female,Asian,1,1,0.0005077952509233907
"[0, 15)",Female,Asian,1,2,0.0006380302045832385
"[0, 15)",Female,Asian,1,4,0.0010234473948298188
"[0, 15)",Female,Asian,1,5,0.000499067520048145
"[0, 15)",Female,Asian,1,6,0.0010038884726839411
"[0, 15)",Female,Asian,1,8,0.0006475599706011918
"[0, 15)",Female,Asian,1,9,0.0009060491804867659
"[0, 15)",Female,Asian,1,10,0.000403789791326712
"[0, 15)",Female,Asian,1,11,0.0009471791972084913
"[0, 15)",Female,Asian,1,12,0.0013546357080220488
"[0, 15)",Female,Asian,1,13,0.0006447342878540169
"[0, 15)",Female,Asian,1,15,0.0009214026978593872
"[0, 15)",Female,Asian,1,16,0.0005141544460796304
"[0, 15)",Female,Asian,1,17,0.0008392532156137831
"[0, 15)",Female,Asian,1,18,0.0015466932547841428
"[0, 15)",Female,Asian,1,19,0.0009788142515424485
"[0, 15)",Female,Asian,1,20,0.000703056493948666
"[0, 15)",Female,Asian,1,21,0.0003923056584998923
"[0, 15)",Female,Asian,1,22,0.000514103670408479
"[0, 15)",Female,Asian,1,23,0.0003820310580327892
"[0, 15)",Female,Asian,1,24,0.0013359814750183168
"[0, 15)",Female,Asian,1,25,0.0015926237981163164
"[0, 15)",Female,Asian,1,26,0.0010207067508527957
"[0, 15)",Female,Asian,1,27,0.0005212309043643824
"[0, 15)",Female,Asian,1,28,0.00027223231742299004
"[0, 15)",Female,Asian,1,29,0.00040449400494019905
"[0, 15)",Female,Asian,1,30,0.0005274967301298896
"[0, 15)",Female,Asian,1,31,0.0006320126578056114
"[0, 15)",Female,Asian,1,32,0.0006280578343740644
"[0, 15)",Female,Asian,1,33,0.00045054529603283714
"[0, 15)",Female,Asian,1,34,0.0007500785713156033
"[0, 15)",Female,Asian,1,35,0.0005885931007232383
"[0, 15)",Female,Asian,1,36,0.0008870571416021602
"[0, 15)",Female,Asian,1,37,0.0006294806130611374
"[0, 15)",Female,Asian,1,38,0.00044555651435401516
"[0, 15)",Female,Asian,1,39,0.0005442333558903021
"[0, 15)",Female,Asian,1,40,0.0004137028586541604
"[0, 15)",Female,Asian,1,41,0.0007781818659546502
"[0, 15)",Female,Asian,1,42,0.0004796996238252188
"[0, 15)",Female,Asian,1,44,0.0008794246438672938
"[0, 15)",Female,Asian,1,45,0.0005511814502743026
"[0, 15)",Female,Asian,1,46,0.000569881154649571
"[0, 15)",Female,Asian,1,47,0.0006072272044271799
"[0, 15)",Female,Asian,1,48,0.0009156032031308178
"[0, 15)",Female,Asian,1,49,0.002499304750638564
"[0, 15)",Female,Asian,1,50,0.0005119018526685477
"[0, 15)",Female,Asian,1,51,0.0009884494309650503
"[0, 15)",Female,Asian,1,53,0.0009428906645011396
"[0, 15)",Female,Asian,1,54,0.00025772006219722325
"[0, 15)",Female,Asian,1,55,0.000299089100485066
"[0, 15)",Female,Asian,1,56,0.0006424366572733594
"[0, 15)",Female,Black,0,1,0.006131400960591495
"[0, 15)",Female,Black,0,2,0.012763154042312342
"[0, 15)",Female,Black,0,4,0.015188421231525353
"[0, 15)",Female,Black,0,5,0.00854195488947269
"[0, 15)",Female,Black,0,6,0.01677084360047239
"[0, 15)",Female,Black,0,8,0.010938986531405884
"[0, 15)",Female,Black,0,9,0.020861316314029123
"[0, 15)",Female,Black,0,10,0.006343237145269781
"[0, 15)",Female,Black,0,11,0.018262776856451793
"[0, 15)",Female,Black,0,12,0.01694357624182248
"[0, 15)",Female,Black,0,13,0.013123388936080218
"[0, 15)",Female,Black,0,15,0.0183980566850181
"[0, 15)",Female,Black,0,16,0.007536553340850789
"[0, 15)",Female,Black,0,17,0.010770808934398345
"[0, 15)",Female,Black,0,18,0.010539108524555271
"[0, 15)",Female,Black,0,19,0.0030334853227630956
"[0, 15)",Female,Black,0,20,0.006018195490310305
"[0, 15)",Female,Black,0,21,0.016112435925701715
"[0, 15)",Female,Black,0,22,0.02251108378046686
"[0, 15)",Female,Black,0,23,0.023182746102128334
"[0, 15)",Female,Black,0,24,0.020440712203526213
"[0, 15)",Female,Black,0,25,0.010923713161293133
"[0, 15)",Female,Black,0,26,0.013787455530568404
"[0, 15)",Female,Black,0,27,0.014270486319379562
"[0, 15)",Female,Black,0,28,0.006375640160654731
"[0, 15)",Female,Black,0,29,0.010989072174747852
"[0, 15)",Female,Black,0,30,0.008661422790024756
"[0, 15)",Female,Black,0,31,0.009220066714933315
"[0, 15)",Female,Black,0,32,0.015143635924196172
"[0, 15)",Female,Black,0,33,0.016880371874301126
"[0, 15)",Female,Black,0,34,0.018342896005375687
"[0, 15)",Female,Black,0,35,0.01855819450916236
"[0, 15)",Female,Black,0,36,0.01148484750640524
"[0, 15)",Female,Black,0,37,0.011320471640731725
"[0, 15)",Female,Black,0,38,0.0036411278716930438
"[0, 15)",Female,Black,0,39,0.005802480871446988
"[0, 15)",Female,Black,0,40,0.009341470839321131
"[0, 15)",Female,Black,0,41,0.009051684598494838
"[0, 15)",Female,Black,0,42,0.008590919497751844
"[0, 15)",Female,Black,0,44,0.005942892584909136
"[0, 15)",Female,Black,0,45,0.00803025803831294
"[0, 15)",Female,Black,0,46,0.004350891783619146
"[0, 15)",Female,Black,0,47,0.007764281138722633
"[0, 15)",Female,Black,0,48,0.013387552514001129
"[0, 15)",Female,Black,0,49,0.009937667443384257
"[0, 15)",Female,Black,0,50,0.009477786777130539
"[0, 15)",Female,Black,0,51,0.014690140645422147
"[0, 15)",Female,Black,0,53,0.01717806136431916
"[0, 15)",Female,Black,0,54,0.005368347918355722
"[0, 15)",Female,Black,0,55,0.006129088678645327
"[0, 15)",Female,Black,0,56,0.018398056685018104
"[0, 15)",Female,Black,1,1,0.0006008133920671611
"[0, 15)",Female,Black,1,2,0.00044899259316895905
"[0, 15)",Female,Black,1,4,0.0002790564657347667
"[0, 15)",Female,Black,1,5,0.0004632503209259861
"[0, 15)",Female,Black,1,6,0.0005261382105725386
"[0, 15)",Female,Black,1,8,0.0005779085368339609
"[0, 15)",Female,Black,1,9,0.0006066760511420654
"[0, 15)",Female,Black,1,10,0.0003432235364018048
"[0, 15)",Female,Black,1,11,0.0006862376758181887
"[0, 15)",Female,Black,1,12,0.0005568422423922676
"[0, 15)",Female,Black,1,13,0.0002001593821041022
"[0, 15)",Female,Black,1,15,0.0007217170430611087
"[0, 15)",Female,Black,1,16,0.00037069310539129086
"[0, 15)",Female,Black,1,17,0.0002416754133374006
"[0, 15)",Female,Black,1,18,0.00020573251871658634
"[0, 15)",Female,Black,1,19,0.00014517577719353502
"[0, 15)",Female,Black,1,20,0.00018311777878816073
"[0, 15)",Female,Black,1,21,0.0003248543710697193
"[0, 15)",Female,Black,1,22,0.00045624310019523037
"[0, 15)",Female,Black,1,23,0.00017999087736632105
"[0, 15)",Female,Black,1,24,0.0006551585655061896
"[0, 15)",Female,Black,1,25,0.00045529088555288646
"[0, 15)",Female,Black,1,26,0.0004285502810190721
"[0, 15)",Female,Black,1,27,0.0003709157972345204
"[0, 15)",Female,Black,1,28,4.7366037915663244e-05
"[0, 15)",Female,Black,1,29,0.0002175459119894623
"[0, 15)",Female,Black,1,30,0.00025202817376737127
"[0, 15)",Female,Black,1,31,0.0005130180301182725
"[0, 15)",Female,Black,1,32,0.000280238358355939
"[0, 15)",Female,Black,1,33,0.0003233683219384011
"[0, 15)",Female,Black,1,34,0.0004198162454767187
"[0, 15)",Female,Black,1,35,0.00026451137865722525
"[0, 15)",Female,Black,1,36,0.0004236258624313989
"[0, 15)",Female,Black,1,37,0.0002865235793826936
"[0, 15)",Female,Black,1,38,0.00022807508287212526
"[0, 15)",Female,Black,1,39,0.00021719419089221264
"[0, 15)",Female,Black,1,40,0.00039868231952680413
"[0, 15)",Female,Black,1,41,0.0003224905739384747
"[0, 15)",Female,Black,1,42,0.0003298077530953248
"[0, 15)",Female,Black,1,44,0.000561537423588475
"[0, 15)",Female,Black,1,45,0.00015238585954874357
"[0, 15)",Female,Black,1,46,0.00022052761373881808
"[0, 15)",Female,Black,1,47,0.00018527565288151696
"[0, 15)",Female,Black,1,48,0.0004174285622844784
"[0, 15)",Female,Black,1,49,0.00047653368764345006
"[0, 15)",Female,Black,1,50,0.000218337887215844
"[0, 15)",Female,Black,1,51,0.00035196433414160996
"[0, 15)",Female,Black,1,53,0.0006579995607925783
"[0, 15)",Female,Black,1,54,0.00011167651573345261
"[0, 15)",Female,Black,1,55,0.0001615132841743658
"[0, 15)",Female,Black,1,56,0.0013380404861831347
"[0, 15)",Female,Latino,0,1,0.003314933185668543
"[0, 15)",Female,Latino,0,2,0.012730052227869475
"[0, 15)",Female,Latino,0,4,0.006736873439068929
"[0, 15)",Female,Latino,0,5,0.0038366923600141613
"[0, 15)",Female,Latino,0,6,0.00765337516336716
"[0, 15)",Female,Latino,0,8,0.008448098757719968
"[0, 15)",Female,Latino,0,9,0.008571394086884458
"[0, 15)",Female,Latino,0,10,0.005945544049814092
"[0, 15)",Female,Latino,0,11,0.0102302290512301
"[0, 15)",Female,Latino,0,12,0.00885947395734202
"[0, 15)",Female,Latino,0,13,0.007561236782433023
"[0, 15)",Female,Latino,0,15,0.011831847338950848
"[0, 15)",Female,Latino,0,16,0.004902466146337936
"[0, 15)",Female,Latino,0,17,0.00574715107496679
"[0, 15)",Female,Latino,0,18,0.006737886660226234
"[0, 15)",Female,Latino,0,19,0.003418112665454205
"[0, 15)",Female,Latino,0,20,0.006169551149613759
"[0, 15)",Female,Latino,0,21,0.005451361994252804
"[0, 15)",Female,Latino,0,22,0.0045401598742726024
"[0, 15)",Female,Latino,0,23,0.005040142827038414
"[0, 15)",Female,Latino,0,24,0.012014794116224187
"[0, 15)",Female,Latino,0,25,0.010222539451963053
"[0, 15)",Female,Latino,0,26,0.007768036937895787
"[0, 15)",Female,Latino,0,27,0.006094571902914558
"[0, 15)",Female,Latino,0,28,0.0024837975516744243
"[0, 15)",Female,Latino,0,29,0.005168735244841193
"[0, 15)",Female,Latino,0,30,0.01995409048976382
"[0, 15)",Female,Latino,0,31,0.012781181243927839
"[0, 15)",Female,Latino,0,32,0.00752740744170834
"[0, 15)",Female,Latino,0,33,0.010123725799106248
"[0, 15)",Female,Latino,0,34,0.007672939295540824
"[0, 15)",Female,Latino,0,35,0.0059794043796616006
"[0, 15)",Female,Latino,0,36,0.008083670617710858
"[0, 15)",Female,Latino,0,37,0.006906322347162184
"[0, 15)",Female,Latino,0,38,0.00499248143313331
"[0, 15)",Female,Latino,0,39,0.005742936117231035
"[0, 15)",Female,Latino,0,40,0.0043110220930122085
"[0, 15)",Female,Latino,0,41,0.004943279139500153
"[0, 15)",Female,Latino,0,42,0.006732528406965837
"[0, 15)",Female,Latino,0,44,0.008668082739291254
"[0, 15)",Female,Latino,0,45,0.005333067235252268
"[0, 15)",Female,Latino,0,46,0.02739304322950963
"[0, 15)",Female,Latino,0,47,0.005709198579445047
"[0, 15)",Female,Latino,0,48,0.007796708115868533
"[0, 15)",Female,Latino,0,49,0.009517401836846457
"[0, 15)",Female,Latino,0,50,0.005202871330720403
"[0, 15)",Female,Latino,0,51,0.009569642643571475
"[0, 15)",Female,Latino,0,53,0.009018477642419273
"[0, 15)",Female,Latino,0,54,0.004049690617587479
"[0, 15)",Female,Latino,0,55,0.004961351464570092
"[0, 15)",Female,Latino,0,56,0.0036033600301903592
"[0, 15)",Female,Latino,1,1,0.00047199030137963754
"[0, 15)",Female,Latino,1,2,0.0004016618406970529
"[0, 15)",Female,Latino,1,4,0.00045023126712859327
"[0, 15)",Female,Latino,1,5,0.0001296067489020209
"[0, 15)",Female,Latino,1,6,0.00036413037782886693
"[0, 15)",Female,Latino,1,8,0.0003948842174360855
"[0, 15)",Female,Latino,1,9,0.00027899804971455677
"[0, 15)",Female,Latino,1,10,0.00015094025546717854
"[0, 15)",Female,Latino,1,11,0.00042046688631585343
"[0, 15)",Female,Latino,1,12,0.00044480411125297426
"[0, 15)",Female,Latino,1,13,0.0002413130522388021
"[0, 15)",Female,Latino,1,15,0.0004418330094967603
"[0, 15)",Female,Latino,1,16,0.00020054585494978908
"[0, 15)",Female,Latino,1,17,0.0002562502251667031
"[0, 15)",Female,Latino,1,18,0.00016106107593689143
"[0, 15)",Female,Latino,1,19,0.00012812642168429076
"[0, 15)",Female,Latino,1,20,0.0002970899262486656
"[0, 15)",Female,Latino,1,21,0.00014867609161427523
"[0, 15)",Female,Latino,1,22,0.00016648100042595501
"[0, 15)",Female,Latino,1,23,0.00015420516374686476
"[0, 15)",Female,Latino,1,24,0.00039231514836257246
"[0, 15)",Female,Latino,1,25,0.00035124903138431245
"[0, 15)",Female,Latino,1,26,0.0002796534145871516
"[0, 15)",Female,Latino,1,27,0.00030790777565343813
"[0, 15)",Female,Latino,1,28,0.00010861308529587148
"[0, 15)",Female,Latino,1,29,0.0003694910027636245
"[0, 15)",Female,Latino,1,30,0.00018049617637565552
"[0, 15)",Female,Latino,1,31,0.0006502026044480362
"[0, 15)",Female,Latino,1,32,0.000258601431978074
"[0, 15)",Female,Latino,1,33,0.0002389350417475192
"[0, 15)",Female,Latino,1,34,0.00041587967955659635
"[0, 15)",Female,Latino,1,35,7.579287323834572e-05
"[0, 15)",Female,Latino,1,36,0.0003054379741459172
"[0, 15)",Female,Latino,1,37,0.000440759630266554
"[0, 15)",Female,Latino,1,38,0.00017997237935804184
"[0, 15)",Female,Latino,1,39,0.00029176189657002577
"[0, 15)",Female,Latino,1,40,0.0003318690394821042
"[0, 15)",Female,Latino,1,41,0.00026618189537568364
"[0, 15)",Female,Latino,1,42,0.00023569755174611035
"[0, 15)",Female,Latino,1,44,0.00014808864144894232
"[0, 15)",Female,Latino,1,45,0.0003082281688509702
"[0, 15)",Female,Latino,1,46,0.00017696856974020356
"[0, 15)",Female,Latino,1,47,0.00024493748680718596
"[0, 15)",Female,Latino,1,48,0.00026955926130726673
"[0, 15)",Female,Latino,1,49,0.00038230423123159787
"[0, 15)",Female,Latino,1,50,0.0002055919014332333
"[0, 15)",Female,Latino,1,51,0.0004184973975974715
"[0, 15)",Female,Latino,1,53,0.000463362386734602
"[0, 15)",Female,Latino,1,54,0.00011271741858166184
"[0, 15)",Female,Latino,1,55,0.0002728953360723482
"[0, 15)",Female,Latino,1,56,0.00020046108461305745
"[0, 15)",Female,Multiracial or Other,0,1,0.005050446933142225
"[0, 15)",Female,Multiracial or Other,0,2,0.06929138232019805
"[0, 15)",Female,Multiracial or Other,0,4,0.009062183292785774
"[0, 15)",Female,Multiracial or Other,0,5,0.01563471220268337
"[0, 15)",Female,Multiracial or Other,0,6,0.016512912096021435
"[0, 15)",Female,Multiracial or Other,0,8,0.010786892843517519
"[0, 15)",Female,Multiracial or Other,0,9,0.00723188075273697
"[0, 15)",Female,Multiracial or Other,0,10,0.007374427679532049
"[0, 15)",Female,Multiracial or Other,0,11,0.007892348180220833
"[0, 15)",Female,Multiracial or Other,0,12,0.014806535600440112
"[0, 15)",Female,Multiracial or Other,0,13,0.008709978457208199
"[0, 15)",Female,Multiracial or Other,0,15,0.04838449972358657
"[0, 15)",Female,Multiracial or Other,0,16,0.005985970596082444
"[0, 15)",Female,Multiracial or Other,0,17,0.010671688755655735
"[0, 15)",Female,Multiracial or Other,0,18,0.011092945942437387
"[0, 15)",Female,Multiracial or Other,0,19,0.004009832867247536
"[0, 15)",Female,Multiracial or Other,0,20,0.00743355825657297
"[0, 15)",Female,Multiracial or Other,0,21,0.010135656682837245
"[0, 15)",Female,Multiracial or Other,0,22,0.005340424747485317
"[0, 15)",Female,Multiracial or Other,0,23,0.0043134199883535255
"[0, 15)",Female,Multiracial or Other,0,24,0.01618790052480489
"[0, 15)",Female,Multiracial or Other,0,25,0.013947303024547159
"[0, 15)",Female,Multiracial or Other,0,26,0.005768957978530226
"[0, 15)",Female,Multiracial or Other,0,27,0.011992187857416344
"[0, 15)",Female,Multiracial or Other,0,28,0.0057674158887204095
"[0, 15)",Female,Multiracial or Other,0,29,0.010248639183073628
"[0, 15)",Female,Multiracial or Other,0,30,0.006239900344219426
"[0, 15)",Female,Multiracial or Other,0,31,0.010757541408801908
"[0, 15)",Female,Multiracial or Other,0,32,0.0059182559965792495
"[0, 15)",Female,Multiracial or Other,0,33,0.011847233471413173
"[0, 15)",Female,Multiracial or Other,0,34,0.020175689006321613
"[0, 15)",Female,Multiracial or Other,0,35,0.0067992818183762556
"[0, 15)",Female,Multiracial or Other,0,36,0.01314922671660722
"[0, 15)",Female,Multiracial or Other,0,37,0.010635114898800433
"[0, 15)",Female,Multiracial or Other,0,38,0.016725506077289183
"[0, 15)",Female,Multiracial or Other,0,39,0.005007870825480739
"[0, 15)",Female,Multiracial or Other,0,40,0.010612451391294053
"[0, 15)",Female,Multiracial or Other,0,41,0.007777360325939472
"[0, 15)",Female,Multiracial or Other,0,42,0.006914873408073291
"[0, 15)",Female,Multiracial or Other,0,44,0.004285910932305354
"[0, 15)",Female,Multiracial or Other,0,45,0.02961237141552839
"[0, 15)",Female,Multiracial or Other,0,46,0.005660940518467108
"[0, 15)",Female,Multiracial or Other,0,47,0.007288899523455002
"[0, 15)",Female,Multiracial or Other,0,48,0.010208326123035124
"[0, 15)",Female,Multiracial or Other,0,49,0.01676663437092186
"[0, 15)",Female,Multiracial or Other,0,50,0.01600869867397679
"[0, 15)",Female,Multiracial or Other,0,51,0.012467150241293173
"[0, 15)",Female,Multiracial or Other,0,53,0.0155168746162296
"[0, 15)",Female,Multiracial or Other,0,54,0.005784237518395844
"[0, 15)",Female,Multiracial or Other,0,55,0.007794085832016759
"[0, 15)",Female,Multiracial or Other,0,56,0.006481133604949558
"[0, 15)",Female,Multiracial or Other,1,1,0.00035139725363981443
"[0, 15)",Female,Multiracial or Other,1,2,0.0011864655873577016
"[0, 15)",Female,Multiracial or Other,1,4,0.0003708996291501003
"[0, 15)",Female,Multiracial or Other,1,5,0.00014000989250219454
"[0, 15)",Female,Multiracial or Other,1,6,0.00046444552211876187
"[0, 15)",Female,Multiracial or Other,1,8,0.00026246826917257336
"[0, 15)",Female,Multiracial or Other,1,9,0.0005184840539231057
"[0, 15)",Female,Multiracial or Other,1,10,0.00016331692222283759
"[0, 15)",Female,Multiracial or Other,1,11,0.00040560918296047747
"[0, 15)",Female,Multiracial or Other,1,12,0.00043481609362379305
"[0, 15)",Female,Multiracial or Other,1,13,0.00034154022165159724
"[0, 15)",Female,Multiracial or Other,1,15,0.00029342544311181855
"[0, 15)",Female,Multiracial or Other,1,16,0.0005971232712661162
"[0, 15)",Female,Multiracial or Other,1,17,0.000423210717237987
"[0, 15)",Female,Multiracial or Other,1,18,0.00035367898242532415
"[0, 15)",Female,Multiracial or Other,1,19,0.00013798161349085425
"[0, 15)",Female,Multiracial or Other,1,20,0.0002144944875396299
